IdOrden;IdDetalleOrden;IdInsumo;cInsCod;IdMarca;DescripcionOC;DescripcionOCLarga;Cantidad;PrecioUnitario;EstadoDetalle;IdProveedor;IdFormaPago;IdContrato;NumOrdenRef;NumOrden;nFacID;Fecha;Atencion;Motivo;Nota;Facturacion;estadoOrden;Moneda;desProveedor;desPago;desContrato;desInsumo;desMarcaInsumo;NumCotizacion;FecCotizacion;OCEstado;desRUC;nOcoDIGV;nOcoDMonto;nTC;cResponsable;Via;cTabProcedencia;cAgencia;nOrdAprobado
4;581;14;LF9009                                            ;0;;;12;30.54;VERDADERO;7;12;23;;HCE-08-1202;354;39788;LUIS BENDEZU;;;;4;2;ECOREP S.A.C.                                                                                       ;LETRA ;NINGUNO                   ;FILTRO DE ACEITE (11NA-70110)                                                                       ; ;0;39788;4;20512834656              ;69.6312;436.1112;3.1;SR. R.RIVERA;;0;0;0
5;591;1235;3802071CP                                         ;0;;;1;288.55;VERDADERO;1;20;23;ID 290225;HCE-08-1203;355;39788;Sr. Jorge Flores/Manuel Chavarría;;O.T. 08-08006;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;METALES DE BANCADA 0.25                                                                             ; ;0;39788;4;20302241598              ;54.8245;343.3745;3.1;;;0;0;0
5;592;1236;3901171CP                                         ;0;;;6;29.33;VERDADERO;1;20;23;ID 290225;HCE-08-1203;355;39788;Sr. Jorge Flores/Manuel Chavarría;;O.T. 08-08006;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;METAL DE BIELA 0.25                                                                                 ; ;0;39788;4;20302241598              ;33.4362;209.4162;3.1;;;0;0;0
5;593;1237;4892795CP                                         ;0;;;6;36.91;VERDADERO;1;20;23;ID 290225;HCE-08-1203;355;39788;Sr. Jorge Flores/Manuel Chavarría;;O.T. 08-08006;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;METAL DE BIELA 0.25 INF                                                                             ; ;0;39788;4;20302241598              ;42.0774;263.5374;3.1;;;0;0;0
5;594;1172;3904166CP                                         ;0;;;6;48.16;VERDADERO;1;20;23;ID 290225;HCE-08-1203;355;39788;Sr. Jorge Flores/Manuel Chavarría;;O.T. 08-08006;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;CAMISA DE MOTOR                                                                                     ; ;0;39788;4;20302241598              ;54.9024;343.8624;3.1;;;0;0;0
5;595;1180;3802355CP                                         ;0;;;6;16.54;VERDADERO;1;20;23;ID 290225;HCE-08-1203;355;39788;Sr. Jorge Flores/Manuel Chavarría;;O.T. 08-08006;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;VÁLVULA DE ADMISIÓN                                                                                 ; ;0;39788;4;20302241598              ;18.8556;118.0956;3.1;;;0;0;0
5;596;1181;3802356CP                                         ;0;;;6;16.62;VERDADERO;1;20;23;ID 290225;HCE-08-1203;355;39788;Sr. Jorge Flores/Manuel Chavarría;;O.T. 08-08006;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;VÁLVULA DE ESCAPE                                                                                   ; ;0;39788;4;20302241598              ;18.9468;118.6668;3.1;;;0;0;0
5;597;1184;3904408CP                                         ;0;;;12;26.36;VERDADERO;1;20;23;ID 290225;HCE-08-1203;355;39788;Sr. Jorge Flores/Manuel Chavarría;;O.T. 08-08006;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;GUIA DE VÁLVULA                                                                                     ; ;0;39788;4;20302241598              ;60.1008;376.4208;3.1;;;0;0;0
5;598;1182;3904105CP                                         ;0;;;6;26.44;VERDADERO;1;20;23;ID 290225;HCE-08-1203;355;39788;Sr. Jorge Flores/Manuel Chavarría;;O.T. 08-08006;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ASIENTO DE VÁLVULA DE ESCAPE                                                                        ; ;0;39788;4;20302241598              ;30.1416;188.7816;3.1;;;0;0;0
5;599;1183;3906854CP                                         ;0;;;6;11.35;VERDADERO;1;20;23;ID 290225;HCE-08-1203;355;39788;Sr. Jorge Flores/Manuel Chavarría;;O.T. 08-08006;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ASIENTO DE VÁLVULA DE ADMISIÓN                                                                      ; ;0;39788;4;20302241598              ;12.939;81.039;3.1;;;0;0;0
6;602;1247;4024967CP                                         ;0;;;1;1926.24;VERDADERO;1;20;23;;HCE-08-1204;357;39792;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TURBOCHARGER KIT (4024967)                                                                          ; ;0;39792;4;20302241598              ;365.9856;2292.2256;3.12;;;0;0;0
7;604;1209;3928031CP                                         ;0;;;12;0.6667;VERDADERO;1;1;23;;HCE-08-1205;0;39797;Sr. Jorge Flores/Manuel Chavarría;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CONTADO;NINGUNO                   ;TOBERA DE ENFRIAMIENTO                                                                              ; ;0;39797;2;20302241598              ;1.52008;9.52048;3.12;;;0;0;0
8;608;888;61E7-0101CP                                       ;0;;;6;201.69;VERDADERO;5;12;23;;HCE-08-1206;359;39798;;;;;4;1;FUNDICION CENTRAL S.A.                                                                              ;LETRA ;NINGUNO                   ;PUNTA R360LC7-A                                                                                     ; ;0;39798;4;20100063761              ;229.9266;1440.0666;3.12;;;0;0;0
9;1044;875;3926126CP                                         ;0;;;1;84.228;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;OIL SEAL ( 3926126 )                                                                                ; ;0;39799;1;20302241598              ;16.00332;100.23132;3.12;;;0;0;0
9;1045;1229;3925343CP                                         ;0;;;1;109.092;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;SELLO DELANTERO (RETEN Y PISTA)                                                                     ; ;0;39799;1;20302241598              ;20.72748;129.81948;3.12;;;0;0;0
9;1046;880;3920706CP                                         ;0;;;1;1.308;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TAPON                                                                                               ; ;0;39799;1;20302241598              ;0.24852;1.55652;3.12;;;0;0;0
9;1047;1223;3800828CP                                         ;0;;;1;320.094;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;BOMBA DE ACEITE                                                                                     ; ;0;39799;1;20302241598              ;60.81786;380.91186;3.12;;;0;0;0
9;1048;1202;3800558CP                                         ;0;;;1;208.086;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JGO DE EMPAQUE DE BAJA                                                                              ; ;0;39799;1;20302241598              ;39.53634;247.62234;3.12;;;0;0;0
9;1049;1203;3926048CP                                         ;0;;;1;1.782;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;SELLO O RING                                                                                        ; ;0;39799;1;20302241598              ;0.33858;2.12058;3.12;;;0;0;0
9;1050;1205;143066CP                                          ;0;;;1;1.398;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TAPON                                                                                               ; ;0;39799;1;20302241598              ;0.26562;1.66362;3.12;;;0;0;0
9;1051;877;3922072CP                                         ;0;;;1;5.971;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TAPON                                                                                               ; ;0;39799;1;20302241598              ;1.13449;7.10549;3.12;;;0;0;0
9;1052;877;3922072CP                                         ;0;;;4;5.118;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TAPON                                                                                               ; ;0;39799;1;20302241598              ;3.88968;24.36168;3.12;;;0;0;0
9;1053;877;3922072CP                                         ;0;;;1;4.45;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TAPON                                                                                               ; ;0;39799;1;20302241598              ;0.8455;5.2955;3.12;;;0;0;0
9;1054;1228;3032693CP                                         ;0;;;5;1.782;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TAPON 1 1/8 PULG (3032693)                                                                          ; ;0;39799;1;20302241598              ;1.6929;10.6029;3.12;;;0;0;0
9;1055;1206;3004258CP                                         ;0;;;4;1.188;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;"TAPON DE 1 3/16 ""                                                                                   "; ;0;39799;1;20302241598              ;0.90288;5.65488;3.12;;;0;0;0
9;1056;1207;3905401CP                                         ;0;;;5;1.782;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TAPON DE 1 3/8 PULG                                                                                 ; ;0;39799;1;20302241598              ;1.6929;10.6029;3.12;;;0;0;0
9;1057;1204;3901969CP                                         ;0;;;1;2.706;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TAPON DE EXPANSION (PLANO) 2                                                                        ; ;0;39799;1;20302241598              ;0.51414;3.22014;3.12;;;0;0;0
9;1058;1208;156075CP                                          ;0;;;2;1.398;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TAPON EXP.                                                                                          ; ;0;39799;1;20302241598              ;0.53124;3.32724;3.12;;;0;0;0
9;1059;1291;3912900CP                                         ;0;;;1;1.818;VERDADERO;1;20;23;;HCE-08-1207;0;39799;Sr. Jorge Flores/Manuel Chavarría;;ID 001-022757;;1;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TAPÓN                                                                                               ; ;0;39799;1;20302241598              ;0.34542;2.16342;3.12;;;0;0;0
10;1098;873;3802376CP                                         ;0;;;1;244.338;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQUE DE CARTER                                                                                   ; ;0;39804;4;20302241598              ;46.42422;290.76222;3.12;;;0;0;0
10;1099;1169;4089649CP                                         ;0;;;1;139.242;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JGO DE EMPAQUE ALTA                                                                                 ; ;0;39804;4;20302241598              ;26.45598;165.69798;3.12;;;0;0;0
10;1100;884;3918188CP                                         ;0;;;2;2.514;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ARANDELA                                                                                            ; ;0;39804;4;20302241598              ;0.95532;5.98332;3.12;;;0;0;0
10;1101;1174;3905307CP                                         ;0;;;6;3.894;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;CONECTOR BANJO                                                                                      ; ;0;39804;4;20302241598              ;4.43916;27.80316;3.12;;;0;0;0
10;1102;885;3924726CP                                         ;0;;;1;7.86;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;VALVULA CHECK                                                                                       ; ;0;39804;4;20302241598              ;1.4934;9.3534;3.12;;;0;0;0
10;1103;1175;3883284CP                                         ;0;;;1;3.528;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;SEAL RING                                                                                           ; ;0;39804;4;20302241598              ;0.67032;4.19832;3.12;;;0;0;0
10;1104;858;3957544CP                                         ;0;;;1;255.738;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ENFRIADOR                                                                                           ; ;0;39804;4;20302241598              ;48.59022;304.32822;3.12;;;0;0;0
10;1105;860;3936365CP                                         ;0;;;1;5.412;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;VALVULA LIBERADORA DE PRESION                                                                       ; ;0;39804;4;20302241598              ;1.02828;6.44028;3.12;;;0;0;0
10;1106;1176;3918428CP                                         ;0;;;1;1.224;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;REGULADOR PLUNGER                                                                                   ; ;0;39804;4;20302241598              ;0.23256;1.45656;3.12;;;0;0;0
10;1107;861;3925009CP                                         ;0;;;1;1.224;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;RESORTE                                                                                             ; ;0;39804;4;20302241598              ;0.23256;1.45656;3.12;;;0;0;0
10;1108;862;3929457CP                                         ;0;;;1;1.746;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ANILLO DE JEBE                                                                                      ; ;0;39804;4;20302241598              ;0.33174;2.07774;3.12;;;0;0;0
10;1109;863;3937404CP                                         ;0;;;1;211.164;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;BOMBA DE ACEITE                                                                                     ; ;0;39804;4;20302241598              ;40.12116;251.28516;3.12;;;0;0;0
10;1110;1177;3936876CP                                         ;0;;;2;2.586;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;SELLO DE ANILLO RECTANGULAR                                                                         ; ;0;39804;4;20302241598              ;0.98268;6.15468;3.12;;;0;0;0
10;1111;864;3929886CP                                         ;0;;;1;532.704;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EJE DE LEVAS                                                                                        ; ;0;39804;4;20302241598              ;101.21376;633.91776;3.12;;;0;0;0
10;1112;866;3927155CP                                         ;0;;;1;4.38;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;SOPORTE SEGURO DE EJE DE LEVAS                                                                      ; ;0;39804;4;20302241598              ;0.8322;5.2122;3.12;;;0;0;0
10;1113;865;3902332CP                                         ;0;;;1;1.116;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;CHAVETA                                                                                             ; ;0;39804;4;20302241598              ;0.21204;1.32804;3.12;;;0;0;0
10;1114;1178;3900227CP                                         ;0;;;2;1.242;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;PERNO                                                                                               ; ;0;39804;4;20302241598              ;0.47196;2.95596;3.12;;;0;0;0
10;1115;1179;4089270CP                                         ;0;;;6;102.942;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;INYECTOR                                                                                            ; ;0;39804;4;20302241598              ;117.35388;735.00588;3.12;;;0;0;0
10;1116;867;3922073CP                                         ;0;;;5;1.782;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TAPON                                                                                               ; ;0;39804;4;20302241598              ;1.6929;10.6029;3.12;;;0;0;0
10;1117;872;3284377CP                                         ;0;;;12;3.036;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;VARILLA DE IMPULSO                                                                                  ; ;0;39804;4;20302241598              ;6.92208;43.35408;3.12;;;0;0;0
10;1118;1185;3944593CP                                         ;0;;;12;1.848;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;PERNO DE MÚLTIPLE DE ESCAPE                                                                         ; ;0;39804;4;20302241598              ;4.21344;26.38944;3.12;;;0;0;0
10;1119;1187;3412320CP                                         ;0;;;2;1.242;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ABRAZADERA                                                                                          ; ;0;39804;4;20302241598              ;0.47196;2.95596;3.12;;;0;0;0
10;1120;1188;3286499CP                                         ;0;;;1;21.006;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;MANGUERA PLANA                                                                                      ; ;0;39804;4;20302241598              ;3.99114;24.99714;3.12;;;0;0;0
10;1121;1190;3037236CP                                         ;0;;;1;1.434;VERDADERO;1;20;23;ID 290225;HCE-08-1208;361;39804;Sr. Jorge Flores/Manuel Chavarría;;;;4;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ANILLO DE JEBE                                                                                      ; ;0;39804;4;20302241598              ;0.27246;1.70646;3.12;;;0;0;0
