nDocID;cDocSerie;cDocNumero;cComCodigo;nDocDMonto;MontoDolares;Nombre;Articulo;Cuenta;cParArancelaria;cDocTermino;Documento;CliCodigo;nCenID;idInsumo;idContrato;dFechaDoc;dFechaCancelo;nVenID;cVenNombre;idformapago;desFormaPago;cDocObs;Origen;cNumGuia;nClaID;desClase;idTipoInsumo;desCategoria;nSubID;cSubDescripcion;nComDetalle;cMonSimbolo;NIVEL;IDNIVEL;GRADO;AULA;Proyecto
159;001;1020;FC ;480.83;160.65;FIRTH INDUSTRIES PERU S.A.;FILTRO DE AIRE INTERNO (14L1-01570)                                                                 ;0254235  DETALLES NN                                                 ;           ;;FC001-1020                ;9;0;515;23;39735;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;40;FILTRO PARA AIRE.;FACTURA;$;Otros; ; ;;NINGUNO                   
159;001;1020;FC ;683.84;228.48;FIRTH INDUSTRIES PERU S.A.;FILTRO RESPIRADERO                                                                                  ;;           ;;FC001-1020                ;9;0;911;23;39735;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;159;ELEMENT;FACTURA;$;Otros; ; ;;NINGUNO                   
160;001;1021;FC ;340.63;113.81;LITARO S.R.L.;JGO DE SELLOS                                                                                       ;0254235  DETALLES NN                                                 ;           ;;FC001-1021                ;10;0;612;23;39735;;1;PABLO CHACHAPOYAS;13;DEPOSITO;;Otro;;15;ARO / SELLO                             ;15;ARO / SELLO                             ;129;O RING;FACTURA;$;Otros; ; ;;NINGUNO                   
161;001;1022;FC ;250.96;83.85;CONTRATISTAS VIRGEN DEL ROSARIO S.R.L.;FILTRO SEPARADOR DE COMBUSTIBLE 11LB-70030                                                          ;0254235  DETALLES NN                                                 ;           ;;FC001-1022                ;11;0;6;0;39736;;1;PABLO CHACHAPOYAS;1;CONTADO;filtros entregados;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;27;FILTRO SEPARADOR DE PETROLEO;FACTURA;$;Otros;;;;NINGUNO.
162;001;1023;FC ;29.84;9.97;DS GLOBAL S.A.C.;FILTRO SEPARADOR DE AGUA(11E1-70210)                                                                ;0254235  DETALLES NN                                                 ;           ;;FC001-1023                ;12;0;26;23;39737;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;27;FILTRO SEPARADOR DE PETROLEO;FACTURA;$;Otros; ; ;;NINGUNO                   
162;001;1023;FC ;160.28;53.55;DS GLOBAL S.A.C.;FILTRO DE AIRE EXTERNO (E211-2103)                                                                  ;;           ;;FC001-1023                ;12;0;928;23;39737;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;159;ELEMENT;FACTURA;$;Otros; ; ;;NINGUNO                   
163;001;1029;FC ;478.08;154.22;MOVILINEAS S.R.L.;FILTRO RACOR DE PETRÓLEO                                                                            ;0254235  DETALLES NN                                                 ;           ;;FC001-1029                ;14;0;32;0;39739;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;4;FILTRO DE PETROLEO CON SEPARADOR DE AGUA;FACTURA;$;Otros; ; ;;NINGUNO.
164;001;1033;FC ;1723.49;575.84;JARA CONTRATISTAS GENERALES S.A.C.;PUNTA R360LC7-A                                                                                     ;0254235  DETALLES NN                                                 ;           ;;FC001-1033                ;16;0;888;0;39742;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;8;ESTRUCTURA                              ;8;ESTRUCTURA                              ;267;PUNTA;FACTURA;$;Otros; ; ;;NINGUNO.
165;001;1034;FC ;1690.45;564.8;J.C. CONTRATISTAS GENERALES EIRL;VENTILADOR                                                                                          ;;           ;;FC001-1034                ;15;0;943;0;39742;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;3;ACCESORIO                               ;3;ACCESORIO                               ;78;VENTILADOR;FACTURA;$;Otros; ; ;;NINGUNO.
165;001;1034;FC ;1690.45;564.8;J.C. CONTRATISTAS GENERALES EIRL;VENTILADOR                                                                                          ;;           ;;FC001-1034                ;15;0;944;0;39742;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;3;ACCESORIO                               ;3;ACCESORIO                               ;78;VENTILADOR;FACTURA;$;Otros; ; ;;NINGUNO.
166;001;1035;FC ;1690.45;564.8;J.C. CONTRATISTAS GENERALES EIRL;VENTILADOR                                                                                          ;;           ;;FC001-1035                ;15;0;944;0;39742;;1;PABLO CHACHAPOYAS;16;CHEQUE;documento anulado por que no coincide el cheche factura actualizada 001-1052;Otro;;3;ACCESORIO                               ;3;ACCESORIO                               ;78;VENTILADOR;FACTURA;$;Otros;;;;NINGUNO.
167;001;1036;FC ;1690.45;564.8;J.C. CONTRATISTAS GENERALES EIRL;VENTILADOR                                                                                          ;;           ;;FC001-1036                ;15;0;943;0;39742;;1;PABLO CHACHAPOYAS;16;CHEQUE;Repuesto entregado;Otro;;3;ACCESORIO                               ;3;ACCESORIO                               ;78;VENTILADOR;FACTURA;$;Otros;;;;NINGUNO.
168;001;1037;FC ;2920.57;975.8;PETRAMAS SAC;PUNTA R450 & R500                                                                                   ;0254235  DETALLES NN                                                 ;           ;;FC001-1037                ;17;0;895;0;39742;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;8;ESTRUCTURA                              ;8;ESTRUCTURA                              ;267;PUNTA;FACTURA;$;Otros; ; ;;NINGUNO.
169;001;1039;FC ;170.96;57.12;TRANSJHIRE S.A.C.;FILTRO ELEMENTO (11NA-71040)                                                                        ;0254235  DETALLES NN                                                 ;           ;;FC001-1039                ;18;0;24;0;39743;;1;PABLO CHACHAPOYAS;1;CONTADO;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;3;FILTRO DE PETROLEO ;FACTURA;$;Otros; ; ;;NINGUNO.
170;001;1040;FC ;7.97;2.61;ACEROS Y METALES DEL SUR   E.I.R.L.; FILTRO DE PETROLEO (FF42000)                                                                       ;0254235  DETALLES NN                                                 ;           ;;FC001-1040                ;20;0;13;0;39745;;1;PABLO CHACHAPOYAS;1;CONTADO;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;1;AIRE ACONDICIONADO;FACTURA;S/;Otros; ; ;;NINGUNO.
170;001;1040;FC ;12.21;4;ACEROS Y METALES DEL SUR   E.I.R.L.;FILTRO DE ACEITE (LF3349)                                                                           ;0254235  DETALLES NN                                                 ;           ;;FC001-1040                ;20;0;17;0;39745;;1;PABLO CHACHAPOYAS;1;CONTADO;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;26;FILTRO DE ACEITE;FACTURA;S/;Otros; ; ;;NINGUNO.
170;001;1040;FC ;10.71;3.51;ACEROS Y METALES DEL SUR   E.I.R.L.;FILTRO HIDRAULICO (31E3-0018)                                                                       ;0254235  DETALLES NN                                                 ;           ;;FC001-1040                ;20;0;21;0;39745;;1;PABLO CHACHAPOYAS;1;CONTADO;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;159;ELEMENT;FACTURA;S/;Otros; ; ;;NINGUNO.
170;001;1040;FC ;9.25;3.03;ACEROS Y METALES DEL SUR   E.I.R.L.;FILTRO SEPARADOR DE AGUA(11E1-70210)                                                                ;0254235  DETALLES NN                                                 ;           ;;FC001-1040                ;20;0;26;0;39745;;1;PABLO CHACHAPOYAS;1;CONTADO;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;27;FILTRO SEPARADOR DE PETROLEO;FACTURA;S/;Otros; ; ;;NINGUNO.
170;001;1040;FC ;51.41;16.86;ACEROS Y METALES DEL SUR   E.I.R.L.;FILTRO RACOR DE PETRÓLEO                                                                            ;0254235  DETALLES NN                                                 ;           ;;FC001-1040                ;20;0;32;0;39745;;1;PABLO CHACHAPOYAS;1;CONTADO;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;4;FILTRO DE PETROLEO CON SEPARADOR DE AGUA;FACTURA;S/;Otros; ; ;;NINGUNO.
170;001;1040;FC ;51.41;16.86;ACEROS Y METALES DEL SUR   E.I.R.L.;FILTRO ELEMENTO RESPIRADERO                                                                         ;0254235  DETALLES NN                                                 ;           ;;FC001-1040                ;20;0;33;0;39745;;1;PABLO CHACHAPOYAS;1;CONTADO;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;159;ELEMENT;FACTURA;S/;Otros; ; ;;NINGUNO.
170;001;1040;FC ;39.63;12.99;ACEROS Y METALES DEL SUR   E.I.R.L.;ELEMENT-RETURN FILTER                                                                               ;0254235  DETALLES NN                                                 ;           ;;FC001-1040                ;20;0;38;0;39745;;1;PABLO CHACHAPOYAS;1;CONTADO;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;159;ELEMENT;FACTURA;S/;Otros; ; ;;NINGUNO.
170;001;1040;FC ;26.78;8.78;ACEROS Y METALES DEL SUR   E.I.R.L.;FILTRO DE DRENAJE                                                                                   ;0254235  DETALLES NN                                                 ;           ;;FC001-1040                ;20;0;507;0;39745;;1;PABLO CHACHAPOYAS;1;CONTADO;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;35;FILTER DRAIN;FACTURA;S/;Otros; ; ;;NINGUNO.
171;001;1046;FC ;518.81;173.34;SAN MARTIN CONTRATISTAS GENERALES S.A;JGO. DE SELLOS (TURNING JOINT)                                                                      ;0254235  DETALLES NN                                                 ;           ;;FC001-1046                ;13;0;351;0;39751;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;15;ARO / SELLO                             ;15;ARO / SELLO                             ;129;O RING;FACTURA;$;Otros; ; ;;NINGUNO.
171;001;1046;FC ;427.4;142.8;SAN MARTIN CONTRATISTAS GENERALES S.A;CALIBRACION DE VALVULAS                                                                             ;0254235  DETALLES NN                                                 ;           ;;FC001-1046                ;13;0;998;0;39751;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;10;SERVICIOS                               ;10;SERVICIOS                               ;279;CALIBRACIONES;FACTURA;$;Otros; ; ;;NINGUNO.
171;001;1046;FC ;106.85;35.7;SAN MARTIN CONTRATISTAS GENERALES S.A;MATERIALES DE LIMPIEZA                                                                              ;0254235  DETALLES NN                                                 ;           ;;FC001-1046                ;13;0;999;0;39751;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;10;SERVICIOS                               ;10;SERVICIOS                               ;205;MATERIALES DE LIMPIEZA;FACTURA;$;Otros; ; ;;NINGUNO.
174;001;1047;FC ;96.58;32.27;TRANSPORTE MARCHIG S.C.R.L.;SEAL-DUST(DKIY TYPE)                                                                                ;0254235  DETALLES NN                                                 ;           ;;FC001-1047                ;19;0;136;0;39751;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;001-001626;15;ARO / SELLO                             ;15;ARO / SELLO                             ;127;GUARDAPOLVO;FACTURA;$;Otros;0;0;1;NINGUNO.
175;001;1048;FC ;1436.25;479.87;MOVILINEAS S.R.L.;PUNTA R360LC7-A                                                                                     ;0254235  DETALLES NN                                                 ;           ;;FC001-1048                ;14;0;888;0;39751;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;8;ESTRUCTURA                              ;8;ESTRUCTURA                              ;267;PUNTA;FACTURA;$;Otros; ; ;;NINGUNO.
176;001;1050;FC ;1535.14;512.91;LEIVA BLACIDO LEOPOLDO JAIME            ;PUMP BRAKE                                                                                          ;0254235  DETALLES NN                                                 ;           ;;FC001-1050                ;69;0;926;0;39752;;1;PABLO CHACHAPOYAS;1;CONTADO;;Otro;;11;BOMBA;11;BOMBA;187;BOMBA DE FRENO;FACTURA;$;Otros; ; ;;NINGUNO.
177;001;53;NC ;-1690.45;-564.8;J.C. CONTRATISTAS GENERALES EIRL;VENTILADOR                                                                                          ;;           ;;NC001-53                  ;15;0;944;0;39742;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;3;ACCESORIO                               ;3;ACCESORIO                               ;78;VENTILADOR;NOTA DE CREDITO;$;Otros; ; ;;NINGUNO.
178;001;1052;FC ;1420.54;474.62;J.C. CONTRATISTAS GENERALES EIRL;VENTILADOR                                                                                          ;0254235  DETALLES NN                                                 ;           ;;FC001-1052                ;15;0;944;0;39755;;1;PABLO CHACHAPOYAS;16;CHEQUE;Remplaza FC 001-001035;Otro;;3;ACCESORIO                               ;3;ACCESORIO                               ;78;VENTILADOR;FACTURA;$;Otros;;;;NINGUNO.
179;001;54;NC ;-356.17;-119;ARUNTANI S.A.C.;FILTRO PRIMARIO                                                                                     ;0254235  DETALLES NN                                                 ;           ;;NC001-54                  ;71;0;40;0;39756;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;159;ELEMENT;NOTA DE CREDITO;$;Otros; ; ;;NINGUNO.
179;001;54;NC ;-213.7;-71.4;ARUNTANI S.A.C.;FILTRO SECUNDARIO HL770                                                                             ;0254235  DETALLES NN                                                 ;           ;;NC001-54                  ;71;0;46;0;39756;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;40;FILTRO PARA AIRE.;NOTA DE CREDITO;$;Otros; ; ;;NINGUNO.
180;001;56;NC ;-361.76;-119;ARUNTANI S.A.C.;FILTRO PRIMARIO                                                                                     ;0254235  DETALLES NN                                                 ;           ;;NC001-56                  ;71;0;40;0;39756;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;159;ELEMENT;NOTA DE CREDITO;$;Otros; ; ;;NINGUNO.
180;001;56;NC ;-217.06;-71.4;ARUNTANI S.A.C.;FILTRO SECUNDARIO HL770                                                                             ;0254235  DETALLES NN                                                 ;           ;;NC001-56                  ;71;0;46;0;39756;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;40;FILTRO PARA AIRE.;NOTA DE CREDITO;$;Otros; ; ;;NINGUNO.
181;001;1057;FC ;816.16;272.69;MAQUIPERU S.A.;FILTRO DE CABINA A/C CARGADOR FRONTAL                                                               ;0254235  DETALLES NN                                                 ;           ;;FC001-1057                ;72;0;22;0;39756;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;1;AIRE ACONDICIONADO;FACTURA;$;Otros; ; ;;NINGUNO.
183;001;1060;FC ;312.85;102.91;MULTICENTRO SANTA CATALINA S.A.         ;SELLO DE ACEITE                                                                                     ;0254235  DETALLES NN                                                 ;           ;;FC001-1060                ;73;0;158;0;39757;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;15;ARO / SELLO                             ;15;ARO / SELLO                             ;130;RETENES;FACTURA;$;Otros; ; ;;NINGUNO.
183;001;1060;FC ;938.6;308.75;MULTICENTRO SANTA CATALINA S.A.         ;PLATO DE VALVULAS                                                                                   ;0254235  DETALLES NN                                                 ;           ;;FC001-1060                ;73;0;918;0;39757;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;8;ESTRUCTURA                              ;8;ESTRUCTURA                              ;101;PLATO;FACTURA;$;Otros; ; ;;NINGUNO.
183;001;1060;FC ;2418.84;795.67;MULTICENTRO SANTA CATALINA S.A.         ;JUEGO DE PISTONES                                                                                   ;0254235  DETALLES NN                                                 ;           ;;FC001-1060                ;73;0;919;0;39757;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;8;ESTRUCTURA                              ;8;ESTRUCTURA                              ;100;PISTON;FACTURA;$;Otros; ; ;;NINGUNO.
183;001;1060;FC ;512.3;168.52;MULTICENTRO SANTA CATALINA S.A.         ;PLATE SET                                                                                           ;0254235  DETALLES NN                                                 ;           ;;FC001-1060                ;73;0;920;0;39757;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;8;ESTRUCTURA                              ;8;ESTRUCTURA                              ;101;PLATO;FACTURA;$;Otros; ; ;;NINGUNO.
183;001;1060;FC ;111.69;36.74;MULTICENTRO SANTA CATALINA S.A.         ;BOCINA ESFERICA                                                                                     ;0254235  DETALLES NN                                                 ;           ;;FC001-1060                ;73;0;921;0;39757;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;8;ESTRUCTURA                              ;8;ESTRUCTURA                              ;184;GUÍA  DE BLOQUE;FACTURA;$;Otros; ; ;;NINGUNO.
183;001;1060;FC ;314.79;103.55;MULTICENTRO SANTA CATALINA S.A.         ;ESPACIADOR DE BOCINA ESFERICA                                                                       ;0254235  DETALLES NN                                                 ;           ;;FC001-1060                ;73;0;922;0;39757;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;8;ESTRUCTURA                              ;8;ESTRUCTURA                              ;184;GUÍA  DE BLOQUE;FACTURA;$;Otros; ; ;;NINGUNO.
183;001;1060;FC ;3419.45;1124.82;MULTICENTRO SANTA CATALINA S.A.         ;BLOCK CYLINDER                                                                                      ;0254235  DETALLES NN                                                 ;           ;;FC001-1060                ;73;0;923;0;39757;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;8;ESTRUCTURA                              ;8;ESTRUCTURA                              ;185;BLOQUE DE CILINDRO;FACTURA;$;Otros; ; ;;NINGUNO.
183;001;1060;FC ;391.04;128.63;MULTICENTRO SANTA CATALINA S.A.         ;PLATO DESLIZANTE                                                                                    ;0254235  DETALLES NN                                                 ;           ;;FC001-1060                ;73;0;924;0;39757;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;8;ESTRUCTURA                              ;8;ESTRUCTURA                              ;101;PLATO;FACTURA;$;Otros; ; ;;NINGUNO.
183;001;1060;FC ;155.59;51.18;MULTICENTRO SANTA CATALINA S.A.         ;RODAJE                                                                                              ;0254235  DETALLES NN                                                 ;           ;;FC001-1060                ;73;0;932;0;39757;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;8;ESTRUCTURA                              ;8;ESTRUCTURA                              ;177;RODAJE.;FACTURA;$;Otros; ; ;;NINGUNO.
183;001;1060;FC ;345.56;113.67;MULTICENTRO SANTA CATALINA S.A.         ;RODAJE                                                                                              ;0254235  DETALLES NN                                                 ;           ;;FC001-1060                ;73;0;968;0;39757;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;8;ESTRUCTURA                              ;8;ESTRUCTURA                              ;177;RODAJE.;FACTURA;$;Otros; ; ;;NINGUNO.
184;001;1063;FC ;1844.98;606.9;D&L TRADING S.R.L;PUNTA R360LC7-A                                                                                     ;0254235  DETALLES NN                                                 ;           ;;FC001-1063                ;34;0;888;0;39757;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;8;ESTRUCTURA                              ;8;ESTRUCTURA                              ;267;PUNTA;FACTURA;$;Otros; ; ;;NINGUNO.
185;001;1064;FC ;87;29.07;MULTICENTRO SANTA CATALINA S.A.         ;FILTRO SEPARADOR E COMBUSTIBLE (11NB-70010)                                                         ;0254235  DETALLES NN                                                 ;           ;;FC001-1064                ;73;0;4;0;39758;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;4;FILTRO DE PETROLEO CON SEPARADOR DE AGUA;FACTURA;$;Otros; ; ;;NINGUNO.
185;001;1064;FC ;239.77;80.11;MULTICENTRO SANTA CATALINA S.A.         ;FILTRO SEPARADOR DE COMBUSTIBLE 11LB-70030                                                          ;0254235  DETALLES NN                                                 ;           ;;FC001-1064                ;73;0;6;0;39758;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;27;FILTRO SEPARADOR DE PETROLEO;FACTURA;$;Otros; ; ;;NINGUNO.
185;001;1064;FC ;110.21;36.82;MULTICENTRO SANTA CATALINA S.A.         ;FILTRO DE COMBUSTIBLE (11LB-70020)                                                                  ;0254235  DETALLES NN                                                 ;           ;;FC001-1064                ;73;0;7;0;39758;;1;PABLO CHACHAPOYAS;16;CHEQUE;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;3;FILTRO DE PETROLEO ;FACTURA;$;Otros; ; ;;NINGUNO.
187;001;1065;FC ;1317.82;440.3;JARA CONTRATISTAS GENERALES S.A.C.;CAJA DE CONTROL                                                                                     ;0254235  DETALLES NN                                                 ;           ;;FC001-1065                ;16;0;1003;0;39758;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;6;SISTEMA ELECTRICO                       ;6;SISTEMA ELECTRICO                       ;164;INSTRUMENTO DIGITAL;FACTURA;$;Otros; ; ;;NINGUNO.
188;001;1066;FC ;569.09;190.14;MURUHUAY S.A.C.;FARO AUXILIAR POST. HL757-7 21EK-10410                                                              ;0254235  DETALLES NN                                                 ;           ;;FC001-1066                ;74;0;892;0;39758;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;6;SISTEMA ELECTRICO                       ;6;SISTEMA ELECTRICO                       ;87;LAMPARAS;FACTURA;$;Otros; ; ;;NINGUNO.
188;001;1066;FC ;534.7;178.65;MURUHUAY S.A.C.;MOTOR DE AIRE FORZADO                                                                               ;0254235  DETALLES NN                                                 ;           ;;FC001-1066                ;74;0;1001;0;39758;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;6;SISTEMA ELECTRICO                       ;6;SISTEMA ELECTRICO                       ;208;MOTOR ELECTRICO;FACTURA;$;Otros; ; ;;NINGUNO.
189;001;1067;FC ;683.84;228.48;MOVILINEAS S.R.L.;FILTRO RACOR DE PETRÓLEO                                                                            ;0254235  DETALLES NN                                                 ;           ;;FC001-1067                ;14;0;32;0;39758;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;4;FILTRO DE PETROLEO CON SEPARADOR DE AGUA;FACTURA;$;Otros; ; ;;NINGUNO.
190;001;1069;FC ;28.85;9.64;DS GLOBAL S.A.C.;FAJA DE ACCESORIOS                                                                                  ;;           ;;FC001-1069                ;12;0;1011;0;39758;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;4;FAJAS;4;FAJAS;133;FAJA ACCESORIOS;FACTURA;$;Otros; ; ;;NINGUNO.
191;001;1068;FC ;356.17;119;ARUNTANI S.A.C.;FILTRO PRIMARIO                                                                                     ;0254235  DETALLES NN                                                 ;           ;;FC001-1068                ;71;0;40;0;39758;;1;PABLO CHACHAPOYAS;19;FACTURA 30 DIAS;;Otro;;1;FILTRO                                  ;1;FILTRO                                  ;159;ELEMENT;FACTURA;$;Otros; ; ;;NINGUNO.
