id,name,bill_type,account_id,member_id,account_book_id,category_id,money,icon,icon_fontFamily,note,transfer_to_id,extdata,task_id,fecha
111,basedata.dress,1,1,1,1,19,10.0,36,cute-color,corte,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717371426684
112,transporte,1,1,1,1,34,8.0,31,cute-color,metropolitano ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717457384464
113,alimentos,1,1,1,1,36,10.0,97,cute-color,almuerzo ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717457401688
114,transporte,1,1,1,1,34,2.0,31,cute-color,work,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717457428855
115,basedata.dress,1,1,1,1,19,16.0,36,cute-color,polo,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717304400000
116,alimentos,1,1,1,1,36,14.0,97,cute-color,yogurt ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717304400000
117,neko,1,1,1,1,38,66.0,354,cute-color,tottus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717304400000
118,Kia atom,1,1,1,1,39,2.0,116,cute-color,cochera,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717304400000
119,alimentos,1,1,1,1,36,4.0,97,cute-color,pan,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717460604188
120,neko,1,1,1,1,38,20.0,354,cute-color,regalo ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717460620577
121,alimentos,1,1,1,1,36,10.0,97,cute-color,almuerzo ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717477200000
122,transporte,1,1,1,1,34,1.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717477200000
123,alimentos,1,1,1,1,36,3.5,97,cute-color,canchita,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717477200000
124,prestamos,1,1,1,1,40,60.0,194,cute-color,preste Anderson ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717632090027
125,transporte,1,1,1,1,34,1.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717632184456
126,alimentos,1,1,1,1,36,10.0,97,cute-color,almuerzo ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717632199157
127,Kia atom,1,1,1,1,39,50.0,116,cute-color,gasolina,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717304400000
128,entretenimiento,1,1,1,1,32,65.0,66,cute-color,call of duty - sharp,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717650000000
129,basedata.diet,1,1,1,1,12,30.0,29,cute-color,KFC vuelto,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717304400000
131,neko,1,1,1,1,38,30.0,354,cute-color,KFC vuelto,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717736400000
132,prestamos,1,1,1,1,40,200.0,194,cute-color,liz,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717780419765
133,basedata.dress,1,1,1,1,19,34.0,36,cute-color,cafarenas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717784781014
134,basedata.dress,1,1,1,1,19,35.0,36,cute-color,pantalón negro,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717784796218
135,neko,1,1,1,1,38,223.0,354,cute-color,regale ropa,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1717784806728
136,deudas,1,1,1,1,23,3.0,24,cute-color,page bryan,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
137,deudas,1,1,1,1,23,80.0,24,cute-color,pague pipi,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
138,neko,1,1,1,1,38,850.0,354,cute-color,cuarto,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
139,basedata.gift,1,1,1,1,17,17.5,34,cute-color,regalo jefe ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
140,basedata.gift,1,1,1,1,17,167.5,34,cute-color,chito carrion,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
141,basedata.education,1,1,1,1,24,25.7,40,cute-color,chat gpt,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
142,inversion,1,1,1,1,33,173.0,341,cute-color,cambio dolares,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
143,neko,1,1,1,1,38,50.0,354,cute-color,laceado,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
144,transporte,1,1,1,1,34,12.8,31,cute-color,taxi home,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
145,transporte,1,1,1,1,34,3.0,31,cute-color,go neko,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
146,Apuestas,1,1,1,1,16,35.0,320,cute-color,matrícula apuesta,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
147,neko,1,1,1,1,38,110.5,354,cute-color,metro,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
148,neko,1,1,1,1,38,40.0,354,cute-color,crema cara,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
149,deudas,1,1,1,1,23,150.0,24,cute-color,pague mama,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
150,Apuestas,1,1,1,1,16,12.0,320,cute-color,apuestas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
151,prestamos,1,1,1,1,40,200.0,194,cute-color,prestamo liz,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
152,neko,1,1,1,1,38,10.0,354,cute-color,focos,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
153,prestamos,1,1,1,1,40,50.0,194,cute-color,Anderson ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
154,neko,1,1,1,1,38,8.0,354,cute-color,helado,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
155,basedata.gift,1,1,1,1,17,8.0,34,cute-color,pizza,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
156,basedata.dress,1,1,1,1,19,48.0,36,cute-color,cuadro goku,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
157,neko,1,1,1,1,38,4.0,354,cute-color,comicos,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
158,Apuestas,1,1,1,1,16,2.5,320,cute-color,apuesta,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
159,neko,1,1,1,1,38,200.0,354,cute-color,regale ropa,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719877045558
160,transporte,1,1,1,1,34,20.0,31,cute-color,metropolitano ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719877057035
161,transporte,1,1,1,1,34,2.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719877067377
162,alimentos,1,1,1,1,36,10.0,97,cute-color,almuerzo ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719877077451
163,basedata.communication,1,1,1,1,18,32.9,35,cute-color,entel,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719879321630
164,neko,1,1,1,1,38,80.0,354,cute-color,mercado,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719945101070
165,basedata.gift,1,1,1,1,17,30.0,34,cute-color,afeitadora,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719896400000
166,entretenimiento,1,1,1,1,32,55.0,66,cute-color,estadio bad,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719810000000
167,Apuestas,1,1,1,1,16,22.5,320,cute-color,apuestas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719975921978
168,alimentos,1,1,1,1,36,6.0,97,cute-color,sublimes,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719896400000
169,entretenimiento,1,1,1,1,32,66.5,66,cute-color,call of duty - sharp ok,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1719982800000
170,basedata.gift,1,1,1,1,17,220.0,34,cute-color,regale a mama,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720069200000
171,transporte,1,1,1,1,34,3.0,31,cute-color,wk,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720069200000
172,alimentos,1,1,1,1,36,10.0,97,cute-color,almuerzo ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720069200000
173,entretenimiento,1,1,1,1,32,133.0,66,cute-color,ent,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720069200000
174,prestamos,1,1,1,1,40,100.0,194,cute-color,preste dumer,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720069200000
175,basedata.gift,1,1,1,1,17,300.0,34,cute-color,regale papa,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720069200000
176,musica,1,1,1,1,20,70.0,134,cute-color,estuche de guitarra ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720920321641
177,neko,1,1,1,1,38,5.0,354,cute-color,mandarina,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720920382772
178,transporte,1,1,1,1,34,8.0,31,cute-color,comas - casa,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720920398478
179,familia,1,1,1,1,35,5.0,48,cute-color,leche condensada ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720920422679
180,basedata.gift,1,1,1,1,17,8.5,34,cute-color,mayonesa comas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720920439308
181,musica,1,1,1,1,20,99.0,134,cute-color,escuela,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720760400000
182,musica,1,1,1,1,20,133.0,134,cute-color,Aliexpress,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720760400000
183,neko,1,1,1,1,38,132.5,354,cute-color,metro,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720923525773
184,masoneria,1,1,1,1,26,71.5,109,cute-color,desayuno masonico,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720998740265
185,Kia atom,1,1,1,1,39,100.0,116,cute-color,cochera,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720998770740
186,deudas,1,1,1,1,23,50.0,24,cute-color,pague mama,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1720999153008
187,familia,1,1,1,1,35,10.5,48,cute-color,cena,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721018034575
188,neko,1,1,1,1,38,20.0,354,cute-color,taxi comas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721018053115
