nFacID;cFacSerie;cFacNumero;cComCodigo;nFacDMonto;cCenDetalle;desProveedor;Articulo;cCueDetalle;Actividad;idProveedor;nCenID;idInsumo;idContrato;dFacFecDoc
362;003;0118151        ;FC ;1332.1455;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;KIT DE VÁLVULA DE CONTROL (4089662)                                                                 ;;NINGUNO.;1;0;1303;0;39812
363;026;0019386        ;FC ;756.5544;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;MOTOR-STARTING (3938499)                                                                            ;;NINGUNO.;1;2;1308;0;39818
366;001;0051362        ;FC ;22.5505;;CORTRANSA                                                                                           ;FAJA DE ACCESORIOS                                                                                  ;;NINGUNO.;16;2;1519;0;39846
367;026;20318          ;FC ;9.5438;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;VALVULA CHECK                                                                                       ;;NINGUNO.;1;2;885;0;39848
367;026;20318          ;FC ;156.6397;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;RODAJE DE POLEA (3910739)                                                                           ;;NINGUNO.;1;2;1480;0;39848
367;026;20318          ;FC ;25.0019;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;MANGUERA PLANA                                                                                      ;;NINGUNO.;1;2;1188;0;39848
367;026;20318          ;FC ;3.0226;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ABRAZADERA                                                                                          ;;NINGUNO.;1;2;1415;0;39848
367;026;20318          ;FC ;1.5946;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;"TAPON DE 107-128""                                                                                   ";;NINGUNO.;1;2;1389;0;39848
367;026;20318          ;FC ;31.0828;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;MANGUERA DE TUBO DE ADMISIÓN                                                                        ;;NINGUNO.;1;2;1512;0;39848
367;026;20318          ;FC ;3.1178;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TAPON DE TUBERIA                                                                                    ;;NINGUNO.;1;2;1396;0;39848
368;026;20319          ;FC ;358.0829;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SOLENOID,FUEL PUMP                                                                                  ;;NINGUNO.;1;0;1467;0;39848
368;026;20319          ;FC ;15.4105;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;PERNO CONECTOR                                                                                      ;;NINGUNO.;1;0;1516;0;39848
368;026;20319          ;FC ;11.46684;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CONEXIÓN                                                                                            ;;NINGUNO.;1;0;1345;0;39848
368;026;20319          ;FC ;15.41526;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;PERNO CONECTOR                                                                                      ;;NINGUNO.;1;0;1516;0;39848
368;026;20319          ;FC ;0.82824;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TUERCA                                                                                              ;;NINGUNO.;1;0;1344;0;39848
369;026;118782         ;FC ;1.5351;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;MANGUERA CORTA                                                                                      ;;NINGUNO.;1;2;1463;0;39848
369;026;118782         ;FC ;2.9988;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ABRAZADERA                                                                                          ;;NINGUNO.;1;2;1464;0;39848
384;001;21061          ;FC ;369.73062;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JGO. DE EMPAQUES DE BAJA                                                                            ;;NINGUNO.;1;2;1691;0;39874
384;001;21061          ;FC ;356.29314;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JGO. DE EMPAQUE DE ALTA                                                                             ;;NINGUNO.;1;2;1692;0;39874
384;001;21061          ;FC ;132.43272;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SELLO DELANTERO (RETEN Y PISTA)                                                                     ;;NINGUNO.;1;2;1229;0;39874
384;001;21061          ;FC ;55.9776;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;BOCINA EJE DE LEVAS                                                                                 ;;NINGUNO.;1;2;847;0;39874
384;001;21061          ;FC ;5.74056;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;"TAPON DE 1 3/16 ""                                                                                   ";;NINGUNO.;1;2;1206;0;39874
384;001;21061          ;FC ;3.26298;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TAPON DE EXPANSION (PLANO) 2                                                                        ;;NINGUNO.;1;2;1204;0;39874
384;001;21061          ;FC ;2.142;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SELLO O RING                                                                                        ;;NINGUNO.;1;2;1203;0;39874
384;001;21061          ;FC ;22.96224;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TOBERA DE ENFRIAMIENTO                                                                              ;;NINGUNO.;1;2;1209;0;39874
384;001;21061          ;FC ;8.568;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TAPON DE 1 3/8 PULG                                                                                 ;;NINGUNO.;1;2;1207;0;39874
384;001;21061          ;FC ;5.11938;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TAPON                                                                                               ;;NINGUNO.;1;2;1205;0;39874
384;001;21061          ;FC ;1092.07728;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;KIT LINER                                                                                           ;;NINGUNO.;1;2;1459;0;39874
384;001;21061          ;FC ;119.18088;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;LEVANTA VÁLVULAS                                                                                    ;;NINGUNO.;1;2;1693;0;39874
384;001;21061          ;FC ;26.57508;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;MANGUERA                                                                                            ;;NINGUNO.;1;2;1708;0;39874
384;001;21061          ;FC ;43.01136;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TERMOSTATO                                                                                          ;;NINGUNO.;1;2;1597;0;39874
384;001;21061          ;FC ;7.3542;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA DE JEBE                                                                                       ;;NINGUNO.;1;2;1599;0;39874
384;001;21061          ;FC ;44.29656;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;VALVULA BYPASS                                                                                      ;;NINGUNO.;1;2;1218;0;39874
384;001;21061          ;FC ;6.58308;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;VALVULA LIBERADORA DE PRESION                                                                       ;;NINGUNO.;1;2;860;0;39874
384;001;21061          ;FC ;16.4577;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMBOLO REGULADOR                                                                                    ;;NINGUNO.;1;2;1220;0;39874
384;001;21061          ;FC ;4.13406;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;RESORTE DE COMPRESION                                                                               ;;NINGUNO.;1;2;1694;0;39874
384;001;21061          ;FC ;328.48998;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CORE COOLER                                                                                         ;;NINGUNO.;1;2;1469;0;39874
384;001;21061          ;FC ;368.69532;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;BOMBA DE ACEITE                                                                                     ;;NINGUNO.;1;2;1695;0;39874
384;001;21061          ;FC ;3.31296;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CAPSCREW                                                                                            ;;NINGUNO.;1;2;1224;0;39874
384;001;21061          ;FC ;16.96464;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;PERNO                                                                                               ;;NINGUNO.;1;2;1696;0;39874
384;001;21061          ;FC ;338.23608;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EJE DE LEVAS                                                                                        ;;NINGUNO.;1;2;1697;0;39874
384;001;21061          ;FC ;1.34946;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHAVETA                                                                                             ;;NINGUNO.;1;2;865;0;39874
384;001;21061          ;FC ;2.9988;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;PERNO                                                                                               ;;NINGUNO.;1;2;1178;0;39874
384;001;21061          ;FC ;6.11184;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SOPORTE                                                                                             ;;NINGUNO.;1;2;1564;0;39874
384;001;21061          ;FC ;4.284;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TAPON 1 1/8 PULG (3032693)                                                                          ;;NINGUNO.;1;2;1228;0;39874
384;001;21061          ;FC ;4.284;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TAPON                                                                                               ;;NINGUNO.;1;2;1698;0;39874
384;001;21061          ;FC ;31.7016;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;RETEN DE VÁLVULA ADMISION                                                                           ;;NINGUNO.;1;2;1699;0;39874
384;001;21061          ;FC ;133.14672;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CONECTOR MACHO                                                                                      ;;NINGUNO.;1;2;1707;0;39874
384;001;21061          ;FC ;53.89272;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;VARILLA DE LEVANTE                                                                                  ;;NINGUNO.;1;2;1706;0;39874
384;001;21061          ;FC ;87.30792;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CRUCETA DE VÁLVULA                                                                                  ;;NINGUNO.;1;2;1705;0;39874
384;001;21061          ;FC ;53.82846;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TORNILLO                                                                                            ;;NINGUNO.;1;2;1704;0;39874
384;001;21061          ;FC ;21.61992;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EJE DE BALANCIN                                                                                     ;;NINGUNO.;1;2;1703;0;39874
384;001;21061          ;FC ;204.94656;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;BALANCIN                                                                                            ;;NINGUNO.;1;2;1700;0;39874
384;001;21061          ;FC ;1327.8972;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JGO. DE PISTONES                                                                                    ;;NINGUNO.;1;2;1701;0;39874
389;001;21932-11976    ;FC ;5.11938;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TAPON                                                                                               ;;NINGUNO.;1;2;1205;0;39899
389;001;21932-11976    ;FC ;15.9936;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TAPON                                                                                               ;;NINGUNO.;1;2;880;0;39899
389;001;21932-11976    ;FC ;8.3538;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ANILLO DE JEBE                                                                                      ;;NINGUNO.;1;2;1598;0;39899
389;001;21932-11976    ;FC ;148.43346;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SENSOR DE PRESIÓN AMBIENTAL                                                                         ;;NINGUNO.;1;2;1818;0;39899
390;001;7874           ;FC ;12.614;;ECOREP S.A.C.                                                                                       ;SEPARADOR DE AGUA / COMBUSTIBLE (FS1212)                                                            ;;NINGUNO.;7;0;1862;0;39906
391;001;7889           ;FC ;12.614;;ECOREP S.A.C.                                                                                       ;SEPARADOR DE AGUA / COMBUSTIBLE (FS1212)                                                            ;;NINGUNO.;7;0;1862;0;39906
392;001;119698         ;FC ;316.38054;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;VALVULA REGULADORA DE PRESION (3963808)                                                             ;;NINGUNO.;1;2;1335;0;39906
393;001;22060          ;FC ;15.66516;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE CARRIER (4022947)                                                                           ;;NINGUNO.;1;0;1909;0;39906
393;001;22060          ;FC ;84.00686;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE (3896697)                                                                                   ;;NINGUNO.;1;0;1910;0;39906
393;001;22060          ;FC ;305.5206;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CONECTOR DE ACEITE (3882588)                                                                        ;;NINGUNO.;1;0;1912;0;39906
393;001;22060          ;FC ;6.10994;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE (3883472)                                                                                   ;;NINGUNO.;1;0;1917;0;39906
393;001;22060          ;FC ;5.80006;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE( 3883472 )*(4985110)*(2871314)                                                              ;;NINGUNO.;1;0;1870;0;39906
394;001;22055          ;FC ;15.708;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SELLO DE VÁLVULA (3073509)                                                                          ;;NINGUNO.;1;0;1849;0;39906
394;001;22055          ;FC ;51.408;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SELLO OJAL (3050867)                                                                                ;;NINGUNO.;1;0;1861;0;39906
394;001;22055          ;FC ;1.7374;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JEBES ( 3035228 )                                                                                   ;;NINGUNO.;1;0;1865;0;39906
394;001;22055          ;FC ;6.545;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR K (3328464)                                                                            ;;NINGUNO.;1;0;1858;0;39906
394;001;22055          ;FC ;24.5854;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE MANDO DE ACCESORIOS                                                                         ;;NINGUNO.;1;0;1854;0;39906
394;001;22055          ;FC ;16.303;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE MULTIPLE DE ADMISION (3069786)                                                           ;;NINGUNO.;1;0;1873;0;39906
395;001;22001          ;FC ;5.8548;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR                                                                                        ;;NINGUNO.;1;0;1825;0;39906
395;001;22001          ;FC ;15.708;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SELLO DE VÁLVULA (3073509)                                                                          ;;NINGUNO.;1;0;1849;0;39906
395;001;22001          ;FC ;55.9776;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;PERNO DE CULATA (3045850)                                                                           ;;NINGUNO.;1;0;1827;0;39906
395;001;22001          ;FC ;212.42928;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE CULATA 3899378                                                                           ;;NINGUNO.;1;0;1828;0;39906
395;001;22001          ;FC ;1.3923;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SELLO OJAL                                                                                          ;;NINGUNO.;1;0;1829;0;39906
395;001;22001          ;FC ;90.62802;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE TAPA DE BALANCINES (3883221)                                                                ;;NINGUNO.;1;0;1830;0;39906
395;001;22001          ;FC ;148.7738;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;BOCINA DE EJE DE LEVAS                                                                              ;;NINGUNO.;1;0;1579;0;39906
395;001;22001          ;FC ;1.62078;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR                                                                                        ;;NINGUNO.;1;0;1831;0;39906
